"C:\Program Files\Java\jdk1.8.0_66\bin\java" -Didea.launcher.port=7540 "-Didea.launcher.bin.path=C:\Program Files (x86)\JetBrains\IntelliJ IDEA Community Edition 15.0.2\bin" -Dfile.encoding=UTF-8 -classpath "C:\Program Files\Java\jdk1.8.0_66\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_66\jre\lib\rt.jar;C:\Users\Jessica\Documents\randomized-optimization\out\production\randomized-optimization;C:\Users\Jessica\Documents\randomized-optimization\res\ABAGAIL.jar;C:\Program Files (x86)\JetBrains\IntelliJ IDEA Community Edition 15.0.2\lib\idea_rt.jar" com.intellij.rt.execution.application.AppMain org.jrosenfield3.MaxKColoringTest
50, 4, 8
---RHC---
0, 4.52513E-4, 340.0
10, 0.001830974, 340.0
20, 0.002332308, 340.0
30, 0.003188513, 340.0
40, 0.003586872, 340.0
50, 0.003969231, 340.0
60, 0.004299487, 340.0
70, 0.004709743, 340.0
80, 0.005075282, 340.0
90, 0.005336205, 340.0
100, 0.005598769, 340.0
110, 0.005883897, 340.0
120, 0.00614441, 340.0
130, 0.006342154, 340.0
140, 0.006432, 340.0
150, 0.006521846, 340.0
160, 0.006598974, 340.0
170, 0.006676102, 340.0
180, 0.006754051, 340.0
190, 0.006830359, 340.0
200, 0.006926769, 340.0
210, 0.007003487, 340.0
220, 0.007093333, 340.0
230, 0.007194667, 340.0
240, 0.007273025, 340.0
250, 0.007350564, 340.0
260, 0.00744041, 340.0
270, 0.00752, 340.0
280, 0.007596308, 340.0
290, 0.007673436, 340.0
300, 0.00776041, 340.0
310, 0.00783959, 340.0
320, 0.007933128, 340.0
330, 0.008010667, 340.0
340, 0.008098872, 340.0
350, 0.008191179, 340.0
360, 0.008266256, 340.0
370, 0.008341743, 340.0
380, 0.008417641, 340.0
390, 0.008503384, 340.0
400, 0.008582154, 340.0
410, 0.008657231, 340.0
420, 0.00876759, 340.0
430, 0.008906256, 340.0
440, 0.009028513, 340.0
450, 0.009126974, 340.0
460, 0.009209436, 340.0
470, 0.00928041, 340.0
480, 0.009350154, 340.0
490, 0.009419487, 340.0
500, 0.009488, 340.0
510, 0.009556102, 340.0
520, 0.009625436, 340.0
530, 0.009703795, 340.0
540, 0.009809641, 340.0
550, 0.009878974, 340.0
560, 0.009945436, 340.0
570, 0.010055384, 340.0
580, 0.010164102, 340.0
590, 0.010255179, 340.0
600, 0.010323692, 340.0
610, 0.010388923, 340.0
620, 0.010456615, 340.0
630, 0.010521025, 340.0
640, 0.010614564, 340.0
650, 0.010683077, 340.0
660, 0.010765538, 340.0
670, 0.010939077, 340.0
680, 0.011089641, 340.0
690, 0.011223384, 340.0
700, 0.011366154, 340.0
710, 0.011526154, 340.0
720, 0.011697641, 340.0
730, 0.011842051, 340.0
740, 0.011966769, 340.0
750, 0.012092718, 340.0
760, 0.012410667, 340.0
770, 0.012580923, 340.0
780, 0.012749128, 340.0
790, 0.012828308, 340.0
800, 0.01289559, 340.0
810, 0.012966564, 340.0
820, 0.013032205, 340.0
830, 0.013097436, 340.0
840, 0.013162256, 340.0
850, 0.014192, 340.0
